Year,Age,E_F,E_H,E_Tot,D_F,D_H,D_Tot,m_F,m_H,m_Tot
2002,43,436321.92,422614.63,858936.54,645,1365,2010,0.0014782663222604082,0.003229892916863763,0.002340103030195921
2002,44,429440.77,415700.47,845141.24,731,1384,2115,0.0017022137884113797,0.0033293202675474484,0.0025025402854557187
2002,45,429436.24,415656.73,845092.96,782,1595,2377,0.001820992098850344,0.00383730103443772,0.0028127083202775707
2002,46,427681.93,412369.71,840051.64,807,1765,2572,0.0018869162884669922,0.004280139780392696,0.003061716539235612
2002,47,427874.99,413277.8,841152.8,873,1994,2867,0.0020403155603930015,0.004824841789227488,0.003408417590715979
2002,48,423697.77,410761.65,834459.42,937,2037,2974,0.002211482019364888,0.004959080284150187,0.003563983974199728
2002,49,424517.33,412009.15,836526.48,1076,2205,3281,0.0025346432853518607,0.005351822890341149,0.00392217111883894
2002,50,423009.99,412202.27,835212.26,1021,2399,3420,0.0024136545805927656,0.005819958245256631,0.004094767478628726
2002,51,425714.49,417242.58,842957.07,1136,2619,3755,0.0026684550953386624,0.006276924085744077,0.004454556624099494
2002,52,432906.48,425253.93,858160.41,1246,2801,4047,0.0028782197947233314,0.006586652826465355,0.004715901541065032
2002,53,430649.24,424443.68,855092.92,1295,3120,4415,0.003007087624257737,0.007350798579448751,0.005163181563940442
2002,54,424372.22,419333.11,843705.33,1378,3178,4556,0.0032471494010611725,0.007578700379752985,0.005399989591152636
2002,55,415028.9,408446.41,823475.32,1405,3352,4757,0.003385306420829971,0.008206706970444422,0.005776736575420378
2002,56,355640.53,349000.76,704641.29,1371,3041,4412,0.0038550161872720184,0.008713448073866658,0.006261341852391306
2002,57,303093.03,295962.21,599055.24,1183,2788,3971,0.0039030920638458756,0.009420121575656568,0.006628770996143862
2002,58,300973.9,292771.89,593745.8,1250,2883,4133,0.00415318404685589,0.009847256852425278,0.006960891344410351
2002,59,285816.78,278009.24,563826.02,1215,3056,4271,0.004250975047721131,0.01099244039514658,0.0075750317447215365
2002,60,267061.44,258047.83,525109.27,1212,2912,4124,0.00453828152802591,0.011284729656513679,0.00785360349856326
2002,61,242828.53,231474.77,474303.3,1220,2798,4018,0.005024121341919749,0.012087710466242175,0.00847137264277942
2002,62,278628.16,260171.02,538799.18,1465,3375,4840,0.005257903580169356,0.012972236492750039,0.008982938689698822
2002,63,278442.29,255279.95,533722.24,1588,3630,5218,0.005703156657704547,0.014219683136102149,0.009776620888048435
2002,64,278887.4,252338.22,531225.62,1734,3890,5624,0.006217563073842704,0.015415817706885623,0.010586838789891195
2002,65,280481.01,250067.68,530548.69,1902,4175,6077,0.006781207754492898,0.016695480199600366,0.011454179634295207
2002,66,282185.87,246205.08,528390.95,2119,4499,6618,0.007509234959213231,0.018273384123511992,0.012524817088559145
2002,67,287231.04,245742.14,532973.18,2427,4915,7342,0.008449643882499608,0.020000639694925746,0.013775552458380738
2002,68,287797.79,242176.26,529974.05,2528,5322,7850,0.008783945144262575,0.021975729578118018,0.014812045986025164
2002,69,290316.92,239308.67,529625.59,2940,5686,8626,0.010126864118012826,0.02376010864963647,0.01628697737207147
2002,70,294922.47,237564.09,532486.56,3269,6222,9491,0.011084269028399228,0.026190827073233166,0.01782392404420498
2002,71,295234.14,232275.39,527509.54,3572,6580,10152,0.012098871763272364,0.028328442371789796,0.01924514957587307
2002,72,284873.39,219638.95,504512.33,3942,6877,10819,0.013837726296583896,0.03131047566927451,0.021444470940878688
2002,73,277294.45,208713.37,486007.82,4182,7111,11293,0.01508144140641834,0.03407064913953524,0.023236251630683637
2002,74,273442.49,199921.09,473363.58,4697,7461,12158,0.01717728652924423,0.03731972449730041,0.02568427423165931
2002,75,266810.04,189832.73,456642.77,5161,7700,12861,0.019343350047846777,0.040562025315655524,0.028164247514528697
2002,76,261199.31,179930.61,441129.92,5831,8082,13913,0.022323948711809385,0.04491731562517351,0.031539461209069655
2002,77,255306.43,169698.72,425005.16,6384,8486,14870,0.025005245657150118,0.0500062699353301,0.03498781050093604
2002,78,244655.37,157629.49,402284.86,7083,8787,15870,0.028950927993119466,0.05574464524372946,0.0394496576381224
2002,79,237506.91,148738.87,386245.78,7824,8887,16711,0.03294219945011284,0.059749008446816895,0.04326519761588075
2002,80,232830.3,139593.55,372423.85,8640,9797,18437,0.037108572209029494,0.07018232575932054,0.049505422383663136
2002,81,226259.25,131653.0,357912.25,9918,10032,19950,0.0438346719526384,0.07620031446302021,0.05573991949143959
2002,82,183086.84,102635.84,285722.68,9321,8785,18106,0.050910267499291596,0.08559388221502352,0.06336913821471925
2002,83,108024.18,57001.29,165025.47,6384,5435,11819,0.05909787975247764,0.09534871930091407,0.07161924762280635
2002,84,96540.61,48160.65,144701.26,6355,5190,11545,0.06582722027548821,0.10776432627051337,0.07978506890679458
2002,85,80828.12,38316.66,119144.78,6138,4604,10742,0.07593891828734851,0.12015661072755296,0.09015921637523693
2002,86,72246.99,32544.47,104791.45,6458,4475,10933,0.0893878070214413,0.13750415969287563,0.1043310308236025
2002,87,108508.12,45738.47,154246.59,10842,6878,17720,0.0999187894878282,0.15037669602852916,0.11488098375464897
2002,88,109873.26,44050.53,153923.79,12504,7311,19815,0.11380384999953583,0.1659684911850096,0.12873253705616267
2002,89,96490.74,36720.34,133211.08,12603,6730,19333,0.13061356975809285,0.18327717009156236,0.14513057021983458
2002,90,79316.96,27840.39,107157.35,11762,5821,17583,0.14829110949284993,0.20908471468970083,0.1640858046601563
2002,91,66391.16,21479.87,87871.04,11164,4906,16070,0.16815491701003565,0.22839989255056015,0.1828816410958605
2002,92,54822.45,16355.32,71177.76,10476,4317,14793,0.19108959924264604,0.26395081233506895,0.20783177217153226
2002,93,43535.22,12057.37,55592.59,9241,3365,12606,0.2122649202186184,0.2790824201297629,0.2267568393557487
2002,94,32968.55,8499.62,41468.17,7806,2580,10386,0.23677110458300407,0.3035429819215447,0.25045715786348904
2002,95,24750.82,5801.16,30551.98,6379,1929,8308,0.2577288348426436,0.33251970295596056,0.2719300025726647
2002,96,17968.35,3845.09,21813.44,5115,1379,6494,0.2846672065047709,0.3586391996026101,0.2977063681840187
2002,97,12533.34,2498.67,15032.01,3987,1023,5010,0.31811153291939737,0.4094178102750663,0.33328876178235645
2002,98,8646.23,1538.45,10184.68,2999,634,3633,0.34685637555327586,0.4121030907731808,0.3567122383815692
2002,99,5860.58,951.19,6811.77,2161,435,2596,0.3687348351187084,0.4573218810122057,0.3811050578630811
2002,100,3770.7,539.56,4310.26,1524,263,1787,0.4041689871907073,0.48743420564904744,0.4145921591736925
2003,0,363315.71,380170.0,743485.71,1300,1753,3053,0.003578155208317306,0.00461109503643107,0.004106333126429559
2003,1,365068.84,381915.05,746983.88,138,153,291,0.0003780108978898336,0.00040061264933131073,0.0003895666396442183
2003,2,372082.92,390165.75,762248.68,84,110,194,0.00022575612984331557,0.00028193146118028046,0.0002545101160424443
2003,3,367759.7,386962.67,754722.38,51,74,125,0.00013867751142933822,0.00019123291660149027,0.0001656238152100379
2003,4,360761.76,378944.5,739706.26,50,71,121,0.00013859562055579282,0.00018736252934136794,0.00016357844531422514
2003,5,356630.56,375453.07,732083.63,39,52,91,0.0001093568649865564,0.00013849933361844663,0.00012430273847265238
2003,6,357437.24,377032.31,734469.56,36,51,87,0.00010071698181196788,0.00013526692181898151,0.00011845283281719666
2003,7,359252.08,377122.74,736374.83,44,44,88,0.00012247667431737624,0.00011667289010469112,0.0001195043562257553
2003,8,352461.94,369258.36,721720.3,27,35,62,7.660401574138756e-05,9.47845838886356e-05,8.590585577265874e-05
2003,9,347824.52,364513.97,712338.49,31,41,72,8.912540150993379e-05,0.00011247854231759623,0.00010107554345406775
2003,10,355982.93,373639.88,729622.81,28,54,82,7.865545687822728e-05,0.0001445241873003492,0.0001123868372481392
2003,11,369634.08,388269.33,757903.4,21,49,70,5.681294322211848e-05,0.00012620105739487587,9.236005538436692e-05
2003,12,374889.71,394595.9,769485.62,45,62,107,0.00012003530318290144,0.00015712276787467887,0.00013905393059846915
2003,13,380394.4,399860.07,780254.48,37,75,112,9.726746765988142e-05,0.00018756561514131682,0.00014354291179462372
2003,14,385407.87,404145.41,789553.28,56,102,158,0.0001453006136070859,0.00025238440787933233,0.00020011315765796072
2003,15,386569.75,404691.26,791261.01,61,108,169,0.00015779817225739987,0.0002668701073504775,0.00021358312600288493
2003,16,390547.64,406904.18,797451.82,73,192,265,0.00018691701734518227,0.00047185556068753094,0.0003323084772695108
2003,17,391363.49,406781.59,798145.09,91,208,299,0.00023252041216210537,0.000511330908559554,0.00037461860474515983
2003,18,386472.24,400067.24,786539.48,95,289,384,0.0002458132568590179,0.0007223785681626919,0.00048821452675204557
2003,19,375373.08,386095.48,761468.57,109,336,445,0.0002903777756252526,0.0008702510581061452,0.0005843970684174135
2003,20,384086.56,391632.39,775718.95,113,391,504,0.0002942045147323041,0.000998385245919011,0.0006497198502112138
2003,21,397922.47,403148.4,801070.87,132,363,495,0.0003317229107469101,0.0009004128504540759,0.0006179228561887415
2003,22,401242.12,402383.16,803625.29,120,406,526,0.0002990712939110181,0.0010089885471350243,0.0006545339059700324
2003,23,389024.4,387476.21,776500.61,107,405,512,0.0002750470150458429,0.0010452254604224605,0.0006593684453126186
2003,24,370792.07,368861.26,739653.33,104,320,424,0.0002804806478196796,0.0008675348557883254,0.0005732415211326096
2003,25,371434.36,370212.49,741646.85,106,314,420,0.00028538016784446116,0.0008481615517618004,0.0005663072660525694
2003,26,366772.37,365295.22,732067.6,143,360,503,0.0003898876024930668,0.000985504272407397,0.0006870950169082746
2003,27,363517.43,360754.02,724271.46,124,362,486,0.00034111156650727865,0.0010034538215263685,0.0006710191231337488
2003,28,388157.11,384880.82,773037.92,130,383,513,0.0003349159313351236,0.0009951132405091009,0.0006636155701133005
2003,29,409354.11,405991.82,815345.93,159,400,559,0.0003884167670870582,0.0009852415253095493,0.0006855985655070358
2003,30,434385.72,431001.87,865387.59,177,477,654,0.00040747195833233196,0.0011067237364886606,0.0007557307356348847
2003,31,437714.58,435000.65,872715.23,181,494,675,0.00041351147133367134,0.0011356304869889274,0.0007734481727791092
2003,32,436803.77,435012.0,871815.77,222,513,735,0.0005082373716692051,0.0011792778130258477,0.0008430680257137354
2003,33,426853.98,424801.76,851655.73,233,534,767,0.000545854111516074,0.0012570569387471463,0.0009005986491748256
2003,34,427254.21,423743.76,850997.96,256,582,838,0.0005991749033906535,0.0013734715527138383,0.0009847262148548511
2003,35,427886.33,423299.71,851186.04,301,622,923,0.0007034578552673089,0.0014694080466060324,0.0010843692878233764
2003,36,433961.61,428613.92,862575.53,295,673,968,0.00067978363339559,0.0015701776554527208,0.0011222205665862095
2003,37,442836.83,436316.96,879153.78,312,725,1037,0.0007045484450785179,0.0016616360730052756,0.0011795433558847918
2003,38,448199.27,439969.09,888168.36,408,846,1254,0.0009103093809144312,0.0019228623538076275,0.0014118944746016398
2003,39,450744.5,440611.33,891355.83,466,904,1370,0.0010338451162465654,0.00205169485768784,0.0015369843937633751
2003,40,443160.47,432084.34,875244.81,484,942,1426,0.0010921551734973114,0.002180129925560366,0.0016292584471309232
2003,41,435534.82,424986.86,860521.67,514,1021,1535,0.0011801582247775275,0.002402427218573299,0.0017838016792767113
2003,42,438999.86,428097.69,867097.55,602,1123,1725,0.00137129884278323,0.0026232330288911395,0.0019893955414820395
2003,43,436827.57,424152.19,860979.77,633,1287,1920,0.0014490843606780588,0.0030342882350790175,0.002230017553141812
2003,44,436753.16,421880.66,858633.82,670,1401,2071,0.0015340472865725803,0.0033208443354573306,0.0024119711473745585
2003,45,429614.69,414914.44,844529.13,747,1556,2303,0.001738767359188765,0.0037501707580965367,0.0027269633671487448
2003,46,429494.37,414599.49,844093.86,813,1771,2584,0.0018929235323853022,0.004271592326367792,0.0030612709349645073
2003,47,427821.18,411120.98,838942.16,905,1891,2796,0.0021153697907148965,0.004599619314003387,0.0033327684950295025
2003,48,427857.93,411843.04,839700.97,940,2080,3020,0.002196990949776249,0.005050467770439923,0.00359651841297742
2003,49,423667.05,409235.03,832902.07,1023,2190,3213,0.0024146319615839843,0.00535144804197236,0.0038575963678419
2003,50,424819.67,410548.05,835367.72,1124,2440,3564,0.00264582852295893,0.0059432750928910755,0.004266384628795568
2003,51,422975.41,410535.94,833511.35,1141,2594,3735,0.0026975563425779294,0.0063185698187593516,0.004481042759645684
2003,52,425585.65,415549.15,841134.8,1224,2820,4044,0.002876036821260303,0.006786200862160348,0.004807790618103067
2003,53,432965.61,423309.25,856274.86,1361,2985,4346,0.0031434367269954767,0.007051582265211544,0.005075473078819575
2003,54,430752.63,422473.64,853226.27,1401,3213,4614,0.0032524467697388174,0.007605208220801657,0.005407709727456
2003,55,424491.32,417201.72,841693.04,1462,3409,4871,0.0034441222496610765,0.008171107252386208,0.005787145394477777
2003,56,415157.91,406143.48,821301.4,1516,3634,5150,0.003651622583801908,0.008947576851412216,0.006270536005417743
2003,57,355627.76,346641.57,702269.33,1353,3272,4625,0.0038045398930612166,0.009439144878094108,0.006585792376836392
2003,58,302901.21,293804.07,596705.28,1227,2922,4149,0.0040508256800955,0.009945403411191683,0.006953181309205107
2003,59,300665.61,290304.04,590969.65,1352,3154,4506,0.004496689860872349,0.010864471607077876,0.007624757041245688
2003,60,285587.57,275560.64,561148.2,1296,3191,4487,0.004538012631292041,0.011580028265284911,0.007996105128734264
2003,61,266750.86,255549.26,522300.12,1329,2930,4259,0.004982177002165991,0.011465499841400441,0.008154315568604503
2003,62,242412.32,228829.71,471242.02,1322,3152,4474,0.005453518204025274,0.013774435146555053,0.009494059973684011
2003,63,278056.35,256991.49,535047.85,1644,3556,5200,0.005912470619714314,0.013837034058987712,0.009718756929870852
2003,64,277724.2,251754.88,529479.07,1725,3830,5555,0.006211198015873301,0.015213210564180523,0.010491443977190639
2003,65,277938.12,248625.1,526563.22,1941,4123,6064,0.00698356886057947,0.016583200972065972,0.011516186033654232
2003,66,279419.14,246061.25,525480.39,2101,4292,6393,0.007519169946625703,0.017442811495105386,0.012166010609834556
2003,67,281034.34,241965.8,523000.14,2302,4679,6981,0.00819116980508503,0.0193374435560728,0.013347988778741052
2003,68,285853.61,240951.89,526805.5,2498,5078,7576,0.008738738685161262,0.021074746498149485,0.014381019180703315
2003,69,286079.16,236901.24,522980.4,2866,5622,8488,0.010018206149654523,0.023731408075365078,0.016230053745800034
2003,70,288426.88,233883.25,522310.14,3197,5850,9047,0.011084265100395636,0.025012479517023987,0.017321126486267335
2003,71,292607.12,231573.22,524180.35,3538,6490,10028,0.012091298393559255,0.02802569312634682,0.01913082014615771
2003,72,292392.83,225856.34,518249.16,4151,6974,11125,0.014196654548608459,0.03087803512622227,0.021466508503361587
2003,73,281724.75,213046.67,494771.42,4313,7031,11344,0.01530926906492951,0.03300215863500706,0.02292775924688617
2003,74,273741.01,201693.66,475434.67,4753,7505,12258,0.017363127285896986,0.037209895442424916,0.02578272215612715
2003,75,269473.99,192555.28,462029.27,5256,8066,13322,0.019504665366776214,0.04188926940876407,0.028833671078890736
2003,76,262210.61,181964.76,444175.37,5961,8342,14303,0.022733633852573702,0.0458440414506633,0.032201245197364274
2003,77,255909.5,171750.57,427660.06,6202,8675,14877,0.024235129997127892,0.050509293797394675,0.0347869754309065
2003,78,249126.11,161141.03,410267.14,7334,8785,16119,0.029438905460371055,0.05451746212618847,0.03928903494440232
2003,79,237891.24,148899.86,386791.11,7911,8948,16859,0.03325469235437169,0.06009407933627339,0.04358683424756066
2003,80,227718.83,136894.83,364613.66,8645,9698,18343,0.037963483300875914,0.07084270457839789,0.050308043862097765
2003,81,223570.79,129766.59,353337.38,9958,10102,20060,0.04454070229836375,0.07784746443595382,0.056772934694880005
2003,82,215771.78,121350.8,337122.58,11249,10433,21682,0.05213378691133753,0.08597388727556803,0.06431488510796281
2003,83,173267.27,93704.87,266972.15,10292,9290,19582,0.05939956230625669,0.09914105851702265,0.07334847473790805
2003,84,101398.74,51420.22,152818.97,6944,5542,12486,0.0684821132885872,0.1077786131603482,0.08170451613435165
2003,85,89816.86,42917.55,132734.41,6892,5269,12161,0.07673392278465313,0.12277028861153537,0.09161904588267654
2003,86,74513.95,33782.56,108296.51,6668,4554,11222,0.08948659948908896,0.13480328311412754,0.10362291453344157
2003,87,65704.8,28244.89,93949.69,6984,4274,11258,0.10629360412024692,0.151319406802434,0.11983009204181515
2003,88,97479.29,38992.05,136471.34,11614,6701,18315,0.11914325596749833,0.17185554491236033,0.13420400210036773
2003,89,97088.14,36937.37,134025.5,13192,7083,20275,0.1358765344562168,0.19175702005854775,0.1512771823272437
